Date,Year,Category,Lower,Mid,Upper,CPI_Growth,YoY_Inflation,Forecast_Error,Forecast_Accuracy,Category_Contribution,Season,Seasonal_Contribution
2005-10-01 00:00:00,2005,Cereals and bakery products,1.7,1.3,1.5,-218.181818181818,85.7142857142857,0.4,69.2307692307692,-2.91479820627803,Fall,-0.950292397660819
2005-10-01 00:00:00,2005,Cereals and bakery products,2.9,0,1.7,-100,-100,2.9,-inf,0,Fall,0
2005-11-01 00:00:00,2005,Cereals and bakery products,1.7,1.3,1.5,inf,30,0.4,69.2307692307692,-4.3046357615894,Fall,-0.950292397660819
2005-11-01 00:00:00,2005,Cereals and bakery products,3.3,-0.7,1,-153.846153846154,-158.333333333333,4,671.428571428571,2.31788079470199,Fall,0.511695906432748
2005-12-01 00:00:00,2005,Cereals and bakery products,2.7,-0.9,0.6,28.5714285714286,-164.285714285714,3.6,500,2,Winter,0.795053003533569
2006-01-01 00:00:00,2006,Cereals and bakery products,2.3,0.5,1.8,-155.555555555556,-61.5384615384615,1.8,-260,-2.4390243902439,Winter,-0.531914893617021
2006-02-01 00:00:00,2006,Cereals and bakery products,3.1,0.5,1.6,0,-61.5384615384615,2.6,-420,-2.33644859813084,Winter,-0.531914893617021
2006-03-01 00:00:00,2006,Cereals and bakery products,2.8,0.7,1.7,40,-450,2.1,-200,-5.03597122302158,Spring,-1.92837465564738
2006-04-01 00:00:00,2006,Cereals and bakery products,2.6,0.7,1.5,0,-50,1.9,-171.428571428572,-5.07246376811594,Spring,-1.92837465564738
2006-05-01 00:00:00,2006,Cereals and bakery products,2.4,1,1.7,42.8571428571429,233.333333333333,1.4,-40,-11.6279069767442,Spring,-2.75482093663912
2006-06-01 00:00:00,2006,Cereals and bakery products,2.4,1.2,1.8,20,0,1.2,0,46.1538461538461,Summer,-0.714711137581894
2006-07-01 00:00:00,2006,Cereals and bakery products,2.4,1.6,2.1,33.3333333333334,-245.454545454546,0.8,50,-1.61616161616162,Summer,-0.952948183442526
2006-07-01 00:00:00,2006,Cereals and bakery products,4.1,0.2,2.2,-87.5,-84.6153846153846,3.9,-1850,-0.202020202020202,Summer,-0.119118522930316
2006-08-01 00:00:00,2006,Cereals and bakery products,2.6,1.7,2.1,750,inf,0.9,47.0588235294118,-2.37762237762238,Summer,-1.01250744490768
2006-08-01 00:00:00,2006,Cereals and bakery products,4.3,0.7,2.6,-58.8235294117647,-46.1538461538462,3.6,-414.285714285714,-0.979020979020979,Summer,-0.416914830256105
2006-09-01 00:00:00,2006,Cereals and bakery products,2.4,1.6,1.9,128.571428571429,-328.571428571429,0.8,50,-3.23232323232323,Fall,-1.66493236212279
2006-09-01 00:00:00,2006,Cereals and bakery products,4.6,0.1,1.9,-93.75,-111.111111111111,4.5,-4400,-0.202020202020202,Fall,-0.104058272632674
2006-10-01 00:00:00,2006,Cereals and bakery products,2.1,1.7,1.9,1600,240,0.4,76.4705882352941,-5.96491228070176,Fall,-1.76899063475546
2006-10-01 00:00:00,2006,Cereals and bakery products,3.8,0.6,2.3,-64.7058823529412,20,3.2,-433.333333333333,-2.10526315789474,Fall,-0.624349635796046
2006-11-01 00:00:00,2006,Cereals and bakery products,2.1,1.8,1.9,200,157.142857142857,0.3,83.3333333333333,-9.94475138121547,Fall,-1.87304890738814
2006-11-01 00:00:00,2006,Cereals and bakery products,4,0.6,2.2,-66.6666666666667,-14.2857142857143,3.4,-466.666666666667,-3.31491712707182,Fall,-0.624349635796046
2006-12-01 00:00:00,2006,Cereals and bakery products,3.8,0.8,2.2,33.3333333333334,-20,3,-275,-1.53550863723609,Winter,-0.851063829787234
2007-01-01 00:00:00,2007,Cereals and bakery products,3.6,1.3,2.6,62.5,8.33333333333335,2.3,-76.9230769230769,-8.17610062893082,Winter,-5.60344827586207
2007-02-01 00:00:00,2007,Cereals and bakery products,3.9,2.4,3.6,84.6153846153846,50,1.5,37.5,23.5294117647059,Winter,-10.3448275862069
2007-03-01 00:00:00,2007,Cereals and bakery products,4.7,2.4,3.4,0,1100,2.3,4.16666666666665,9.87654320987654,Spring,2.35756385068762
2007-04-01 00:00:00,2007,Cereals and bakery products,4.4,3,3.8,25,76.4705882352941,1.4,53.3333333333333,9.86842105263158,Spring,2.94695481335953
2007-05-01 00:00:00,2007,Cereals and bakery products,4.7,3.2,3.9,6.66666666666667,357.142857142857,1.5,53.125,6.79405520169852,Spring,3.1434184675835
2007-06-01 00:00:00,2007,Cereals and bakery products,4.7,3.6,4.2,12.5,125,1.1,69.4444444444444,6.44007155635063,Summer,36
2007-07-01 00:00:00,2007,Cereals and bakery products,4.8,3.8,4.3,5.55555555555556,3700,1,73.6842105263158,-13.9705882352941,Summer,38
2007-07-01 00:00:00,2007,Cereals and bakery products,4.4,0.2,2.3,-94.7368421052632,-88.2352941176471,4.2,-2000,-0.735294117647059,Summer,2
2007-08-01 00:00:00,2007,Cereals and bakery products,4.8,4,4.4,1900,566.666666666667,0.8,80,-21.3903743315508,Summer,40
2007-08-01 00:00:00,2007,Cereals and bakery products,4.4,0.8,2.8,-80,-55.5555555555556,3.6,-350,-4.27807486631016,Summer,8
2007-09-01 00:00:00,2007,Cereals and bakery products,4.7,3.9,4.2,387.5,550,0.8,79.4871794871795,69.6428571428571,Fall,3.79746835443038
2007-09-01 00:00:00,2007,Cereals and bakery products,4.8,0.4,2.3,-89.7435897435898,-50,4.4,-1000,7.14285714285713,Fall,0.389483933787731
2007-10-01 00:00:00,2007,Cereals and bakery products,4.5,4.1,4.3,925,215.384615384615,0.4,90.2439024390244,10.6493506493507,Fall,3.99221032132425
2007-10-01 00:00:00,2007,Cereals and bakery products,4.2,1,2.7,-75.609756097561,-58.3333333333333,3.2,-220,2.5974025974026,Fall,0.973709834469328
2007-11-01 00:00:00,2007,Cereals and bakery products,4.5,4.2,4.3,320,75,0.3,92.8571428571429,7.16723549488055,Fall,4.08958130477118
2007-11-01 00:00:00,2007,Cereals and bakery products,4.5,1.4,3,-66.6666666666667,-53.3333333333333,3.1,-121.428571428571,2.38907849829352,Fall,1.36319376825706
2007-12-01 00:00:00,2007,Cereals and bakery products,4.6,1.8,3.3,28.5714285714286,-43.75,2.8,-55.5555555555555,-10.2857142857143,Winter,-7.75862068965517
2008-01-01 00:00:00,2008,Cereals and bakery products,4.8,2.7,4,50,-25,2.1,22.2222222222222,20.1492537313433,Winter,15.7894736842105
2008-02-01 00:00:00,2008,Cereals and bakery products,5.4,4.5,6,66.6666666666667,18.421052631579,0.9,80,20.7373271889401,Winter,26.3157894736842
2008-03-01 00:00:00,2008,Cereals and bakery products,7.5,5.5,6.9,22.2222222222222,2650,2,63.6363636363636,19.434628975265,Spring,4.03521643433602
2008-04-01 00:00:00,2008,Cereals and bakery products,8.3,6.8,8,23.6363636363636,70,1.5,77.9411764705882,13.9344262295082,Spring,4.98899486426999
2008-05-01 00:00:00,2008,Cereals and bakery products,9.2,9.6,10.9,41.1764705882353,1100,0.4,95.8333333333333,16.2162162162162,Spring,7.0432868672047
2008-06-01 00:00:00,2008,Cereals and bakery products,12.2,9.6,10.6,0,146.153846153846,2.6,72.9166666666667,13.1147540983607,Summer,6
2008-07-01 00:00:00,2008,Cereals and bakery products,11.6,10.6,11.4,10.4166666666667,2550,1,90.5660377358491,37.1929824561403,Summer,6.625
2008-07-01 00:00:00,2008,Cereals and bakery products,14.1,4.8,10.4,-54.7169811320755,17.0731707317073,9.3,-93.75,16.8421052631579,Summer,3
2008-08-01 00:00:00,2008,Cereals and bakery products,12.3,10.1,10.7,110.416666666667,910,2.2,78.2178217821782,17.3241852487136,Summer,6.3125
2008-08-01 00:00:00,2008,Cereals and bakery products,16.5,4.9,9.7,-51.4851485148515,16.6666666666667,11.6,-136.734693877551,8.40480274442539,Summer,3.0625
2008-09-01 00:00:00,2008,Cereals and bakery products,11.3,10.1,10.5,106.122448979592,621.428571428571,1.2,88.1188118811881,12.0381406436234,Fall,3.50329517863337
2008-09-01 00:00:00,2008,Cereals and bakery products,14.7,3.9,8.2,-61.3861386138614,116.666666666667,10.8,-176.923076923077,4.64839094159714,Fall,1.35275754422477
2008-10-01 00:00:00,2008,Cereals and bakery products,10.9,10.2,10.5,161.538461538462,277.777777777778,0.700000000000001,93.1372549019608,9.94152046783626,Fall,3.53798126951093
2008-10-01 00:00:00,2008,Cereals and bakery products,12.6,5.2,9.1,-49.0196078431372,15.5555555555556,7.4,-42.3076923076923,5.0682261208577,Fall,1.80367672563302
2008-11-01 00:00:00,2008,Cereals and bakery products,10.7,10.2,10.3,96.1538461538461,85.4545454545455,0.5,95.0980392156863,10.0196463654224,Fall,3.53798126951093
2008-11-01 00:00:00,2008,Cereals and bakery products,13,4.6,7.9,-54.9019607843137,-32.3529411764706,8.4,-82.6086956521739,4.51866404715128,Fall,1.59556018036767
2008-12-01 00:00:00,2008,Cereals and bakery products,11.4,4.7,7.6,2.17391304347827,-51.0416666666667,6.7,-42.5531914893617,-26.1111111111111,Winter,27.4853801169591
2009-01-01 00:00:00,2009,Cereals and bakery products,10.7,5,7.5,6.38297872340425,-47.9166666666667,5.7,-14,-138.888888888889,Winter,-4.23728813559322
2009-02-01 00:00:00,2009,Cereals and bakery products,10.1,4.4,6.5,-12,-58.4905660377358,5.7,-29.5454545454545,-35.483870967742,Winter,-3.72881355932203
2009-03-01 00:00:00,2009,Cereals and bakery products,8.6,3.8,5.6,-13.6363636363637,-20.8333333333333,4.8,-26.3157894736842,-17.1945701357466,Spring,-4.76190476190476
2009-04-01 00:00:00,2009,Cereals and bakery products,7.4,3.1,4.6,-18.4210526315789,-69.3069306930693,4.3,-38.7096774193549,-12.0622568093385,Spring,-3.88471177944862
2009-05-01 00:00:00,2009,Cereals and bakery products,6.1,2.9,4.1,-6.45161290322581,-40.8163265306122,3.2,-10.3448275862069,-9.0625,Spring,-3.63408521303258
2009-06-01 00:00:00,2009,Cereals and bakery products,5.4,2.9,3.9,0,-71.2871287128713,2.5,13.7931034482759,-9.66666666666667,Summer,-0.807799442896936
2009-07-01 00:00:00,2009,Cereals and bakery products,4.9,3.1,3.8,6.89655172413795,-20.5128205128205,1.8,41.9354838709677,-1.74943566591422,Summer,-0.863509749303621
2009-07-01 00:00:00,2009,Cereals and bakery products,8,-3.8,1.4,-222.58064516129,-137.254901960784,11.8,410.526315789474,2.14446952595937,Summer,1.05849582172702
2009-08-01 00:00:00,2009,Cereals and bakery products,4.6,2.9,3.4,-176.315789473684,-44.2307692307692,1.7,41.3793103448276,-1.91040843214756,Summer,-0.807799442896936
2009-08-01 00:00:00,2009,Cereals and bakery products,7.1,-2.5,1.6,-186.206896551724,-124.509803921569,9.6,484,1.64690382081686,Summer,0.696378830083565
2009-09-01 00:00:00,2009,Cereals and bakery products,3.9,2.8,3.2,-212,-39.1304347826087,1.1,60.7142857142857,-1.84089414858646,Fall,-0.668257756563246
2009-09-01 00:00:00,2009,Cereals and bakery products,5.8,-3.9,-0.1,-239.285714285714,-182.978723404255,9.7,348.717948717949,2.56410256410256,Fall,0.930787589498807
2009-10-01 00:00:00,2009,Cereals and bakery products,3.5,3,3.2,-176.923076923077,-40,0.5,83.3333333333333,-2.15362526920316,Fall,-0.715990453460621
2009-10-01 00:00:00,2009,Cereals and bakery products,3.9,-3.1,0.4,-203.333333333333,-170.454545454546,7,325.806451612903,2.2254127781766,Fall,0.739856801909308
2009-11-01 00:00:00,2009,Cereals and bakery products,3.4,3,3.1,-196.774193548387,-21.0526315789474,0.4,86.6666666666667,-2.35109717868339,Fall,-0.715990453460621
2009-11-01 00:00:00,2009,Cereals and bakery products,4,-3.2,-0.1,-206.666666666667,-203.225806451613,7.2,325,2.50783699059561,Fall,0.763723150357995
2009-12-01 00:00:00,2009,Cereals and bakery products,3.2,-2.5,0.4,-21.875,-186.206896551724,5.7,328,2.45098039215686,Winter,2.11864406779661
2010-01-01 00:00:00,2010,Cereals and bakery products,3.4,-2.4,0.1,-4,-182.758620689655,5.8,341.666666666667,10.8108108108108,Winter,2.46153846153846
2010-02-01 00:00:00,2010,Cereals and bakery products,2.6,-1.8,0.3,-25,-158.064516129032,4.4,344.444444444445,7.40740740740741,Winter,1.84615384615385
2010-03-01 00:00:00,2010,Cereals and bakery products,2.5,-1.9,-0.1,5.55555555555556,-50,4.4,331.578947368421,14.5038167938931,Spring,8.15450643776824
2010-04-01 00:00:00,2010,Cereals and bakery products,1.8,-1.9,-0.5,0,-165.51724137931,3.7,294.736842105263,26.7605633802817,Spring,8.15450643776824
2010-05-01 00:00:00,2010,Cereals and bakery products,1,-1.4,-0.2,-26.3157894736842,-44,2.4,271.428571428571,45.1612903225806,Spring,6.00858369098712
2010-06-01 00:00:00,2010,Cereals and bakery products,1,-1.5,-0.6,7.14285714285714,-153.571428571429,2.5,266.666666666667,-749.999999999992,Summer,0.797448165869218
2010-07-01 00:00:00,2010,Cereals and bakery products,0.3,-1.4,-0.7,-6.66666666666668,-64.1025641025641,1.7,221.428571428571,1.21527777777778,Summer,0.744284954811271
2010-07-01 00:00:00,2010,Cereals and bakery products,6.2,-3.8,0.7,171.428571428571,-226.666666666667,10,363.157894736842,3.29861111111111,Summer,2.02020202020202
2010-08-01 00:00:00,2010,Cereals and bakery products,0,-1.4,-0.9,-63.1578947368421,-54.8387096774194,1.4,200,1.91518467852257,Summer,0.744284954811271
2010-08-01 00:00:00,2010,Cereals and bakery products,5.5,-3,1.3,114.285714285714,-200,8.5,383.333333333333,4.10396716826265,Summer,1.59489633173844
2010-09-01 00:00:00,2010,Cereals and bakery products,-0.4,-1.1,-0.8,-63.3333333333333,-65.625,0.7,163.636363636364,2.39651416122004,Fall,1.11111111111111
2010-09-01 00:00:00,2010,Cereals and bakery products,5.7,-3.3,0.7,200,32,9,372.727272727273,7.18954248366013,Fall,3.33333333333333
2010-10-01 00:00:00,2010,Cereals and bakery products,-0.5,-1.1,-0.8,-66.6666666666667,-54.1666666666667,0.6,154.545454545455,3.45911949685535,Fall,1.11111111111111
2010-10-01 00:00:00,2010,Cereals and bakery products,4.8,-2.7,0.9,145.454545454546,50,7.5,377.777777777778,8.49056603773585,Fall,2.72727272727273
2010-11-01 00:00:00,2010,Cereals and bakery products,-0.6,-1,-0.9,-62.962962962963,-47.3684210526316,0.4,140,4.69483568075117,Fall,1.01010101010101
2010-11-01 00:00:00,2010,Cereals and bakery products,4.6,-2.5,0.7,150,31.5789473684211,7.1,384,11.7370892018779,Fall,2.52525252525253
2010-12-01 00:00:00,2010,Cereals and bakery products,4.1,-1.7,1.2,-32,21.4285714285714,5.8,441.176470588235,3.33333333333333,Winter,1.74358974358974
2011-01-01 00:00:00,2011,Cereals and bakery products,4.3,0.3,2.9,-117.647058823529,-120,4,-1233.33333333333,-4,Winter,-1.03092783505155
2011-02-01 00:00:00,2011,Cereals and bakery products,5.7,0.9,3.1,200,-164.285714285714,4.8,-433.333333333333,15.2542372881356,Winter,-3.09278350515464
2011-03-01 00:00:00,2011,Cereals and bakery products,5.4,1.3,3.2,44.4444444444444,-134.21052631579,4.1,-215.384615384615,3.66197183098592,Spring,0.909727081875437
2011-04-01 00:00:00,2011,Cereals and bakery products,5.2,1.3,2.8,0,-192.857142857143,3.9,-200,2.85087719298246,Spring,0.909727081875437
2011-05-01 00:00:00,2011,Cereals and bakery products,4.5,2.5,3.8,92.3076923076923,-183.333333333333,2,20,4.0453074433657,Spring,1.74947515745276
2011-06-01 00:00:00,2011,Cereals and bakery products,5.1,3,4,20,-372.727272727273,2.1,30,4.47761194029851,Summer,3.14465408805032
2011-07-01 00:00:00,2011,Cereals and bakery products,5.1,3,3.8,0,-190.909090909091,2.1,30,-749.999999999991,Summer,3.14465408805032
2011-07-01 00:00:00,2011,Cereals and bakery products,8.8,-1.9,2.8,-163.333333333333,72.7272727272727,10.7,663.157894736842,474.999999999994,Summer,-1.9916142557652
2011-08-01 00:00:00,2011,Cereals and bakery products,4.5,3.4,3.9,-278.947368421053,-225.925925925926,1.1,67.6470588235294,11.8055555555556,Summer,3.56394129979036
2011-08-01 00:00:00,2011,Cereals and bakery products,7.8,-0.4,4.2,-111.764705882353,-60,8.2,2150,-1.38888888888889,Summer,-0.419287211740042
2011-09-01 00:00:00,2011,Cereals and bakery products,4.5,3.6,4,-1000,-244,0.9,75,6.79245283018868,Fall,1.84899845916795
2011-09-01 00:00:00,2011,Cereals and bakery products,8.8,-0.7,3.5,-119.444444444444,-58.8235294117647,9.5,1457.14285714286,-1.32075471698113,Fall,-0.359527478171546
2011-10-01 00:00:00,2011,Cereals and bakery products,4.4,3.8,4,-642.857142857143,1166.66666666667,0.600000000000001,84.2105263157895,5.55555555555555,Fall,1.95172059578839
2011-10-01 00:00:00,2011,Cereals and bakery products,7.9,0.5,4.3,-86.8421052631579,-44.4444444444444,7.4,-1380,0.730994152046784,Fall,0.256805341551104
2011-11-01 00:00:00,2011,Cereals and bakery products,4.3,3.8,4,660,192.307692307692,0.5,86.8421052631579,5.18417462482947,Fall,1.95172059578839
2011-11-01 00:00:00,2011,Cereals and bakery products,8.2,0.3,3.7,-92.1052631578947,-76.9230769230769,7.9,-2533.33333333333,0.409276944065484,Fall,0.154083204930663
2011-12-01 00:00:00,2011,Cereals and bakery products,7.2,0.6,3.6,100,-76,6.6,-1000,-2.18181818181818,Winter,-2.06185567010309
2012-01-01 00:00:00,2012,Cereals and bakery products,6.9,1,3.7,66.6666666666667,-66.6666666666667,5.9,-490,-18.5185185185185,Winter,-1.4265335235378
2012-02-01 00:00:00,2012,Cereals and bakery products,6.5,1.8,4.1,80,-40,4.7,-161.111111111111,-16.5137614678899,Winter,-2.56776034236805
2012-03-01 00:00:00,2012,Cereals and bakery products,6.4,1.4,3.4,-22.2222222222222,-173.684210526316,5,-257.142857142857,175,Spring,7.73480662983426
2012-04-01 00:00:00,2012,Cereals and bakery products,5.3,1.9,3.5,35.7142857142857,-44.1176470588235,3.4,-78.9473684210526,22.3529411764706,Spring,10.4972375690608
2012-05-01 00:00:00,2012,Cereals and bakery products,5.1,2.3,3.5,21.0526315789474,-675,2.8,-21.7391304347826,26.1363636363636,Spring,12.707182320442
2012-06-01 00:00:00,2012,Cereals and bakery products,4.8,2,3,-13.0434782608696,-44.4444444444444,2.8,-40,12.5786163522013,Summer,-1.67644593461861
2012-07-01 00:00:00,2012,Cereals and bakery products,4,2.4,3.1,20,-442.857142857143,1.6,33.3333333333333,-2.97397769516729,Summer,-2.01173512154233
2012-07-01 00:00:00,2012,Cereals and bakery products,6.6,-3.4,1.3,-241.666666666667,-189.473684210526,10,394.117647058824,4.21313506815366,Summer,2.84995808885164
2012-08-01 00:00:00,2012,Cereals and bakery products,3.9,2.4,2.9,-170.588235294118,380,1.5,37.5,-4.40366972477064,Summer,-2.01173512154233
2012-08-01 00:00:00,2012,Cereals and bakery products,6.3,-2.7,1.8,-212.5,-171.052631578947,9,433.333333333333,4.95412844036697,Summer,2.26320201173512
2012-09-01 00:00:00,2012,Cereals and bakery products,3.5,2.4,2.7,-188.888888888889,700,1.1,54.1666666666667,-4.66926070038911,Fall,-2.26201696512724
2012-09-01 00:00:00,2012,Cereals and bakery products,6.5,-4,0.2,-266.666666666667,-766.666666666667,10.5,362.5,7.78210116731518,Fall,3.77002827521207
2012-10-01 00:00:00,2012,Cereals and bakery products,3.1,2.6,2.8,-165,160,0.5,80.7692307692308,-8.63787375415283,Fall,-2.45051837888784
2012-10-01 00:00:00,2012,Cereals and bakery products,4.5,-2.6,1.2,-200,-244.444444444445,7.1,373.076923076923,8.63787375415283,Fall,2.45051837888784
2012-11-01 00:00:00,2012,Cereals and bakery products,3,2.7,2.8,-203.846153846154,92.8571428571429,0.3,88.8888888888889,-10.9756097560976,Fall,-2.54476908576814
2012-11-01 00:00:00,2012,Cereals and bakery products,5,-2.2,1.2,-181.481481481482,-215.789473684211,7.2,427.272727272727,8.94308943089431,Fall,2.07351555136664
2012-12-01 00:00:00,2012,Cereals and bakery products,4.6,-1.5,1.5,-31.8181818181818,-165.217391304348,6.1,506.666666666667,2.78810408921933,Winter,2.13980028530671
2013-01-01 00:00:00,2013,Cereals and bakery products,4.7,-0.9,1.7,-40,-145,5.6,722.222222222222,2.48618784530387,Winter,0.702028081123245
2013-02-01 00:00:00,2013,Cereals and bakery products,4.5,-0.6,1.6,-33.3333333333333,-125,5.1,950,2.06896551724138,Winter,0.46801872074883
2013-03-01 00:00:00,2013,Cereals and bakery products,3.9,-0.5,1.4,-16.6666666666667,-85.2941176470588,4.4,980,1.91570881226054,Spring,0.904159132007233
2013-04-01 00:00:00,2013,Cereals and bakery products,3.4,0.5,2,-200,-79.1666666666667,2.9,-480,-2.84090909090909,Spring,-0.904159132007233
2013-05-01 00:00:00,2013,Cereals and bakery products,3.6,0.4,1.7,-20,-114.814814814815,3.2,-700,-3.44827586206897,Spring,-0.723327305605787
2013-06-01 00:00:00,2013,Cereals and bakery products,2.9,0.7,1.6,75,-70.8333333333333,2.2,-214.285714285714,-14.2857142857143,Summer,-0.397050482132728
2013-07-01 00:00:00,2013,Cereals and bakery products,2.6,0.6,1.3,-14.2857142857143,-115,2,-233.333333333333,-0.619195046439628,Summer,-0.340328984685196
2013-07-01 00:00:00,2013,Cereals and bakery products,7.4,-3.5,1.2,-683.333333333333,-234.615384615385,10.9,411.428571428571,3.61197110423117,Summer,1.98525241066364
2013-08-01 00:00:00,2013,Cereals and bakery products,2.1,0.7,1.3,-120,-126.923076923077,1.4,-100,-0.939597315436242,Summer,-0.397050482132728
2013-08-01 00:00:00,2013,Cereals and bakery products,6.3,-2.4,2.1,-442.857142857143,-188.888888888889,8.7,462.5,3.22147651006711,Summer,1.36131593874078
2013-09-01 00:00:00,2013,Cereals and bakery products,1.8,0.8,1.2,-133.333333333333,-136.363636363636,1,-25,-1.19402985074627,Fall,-0.490496627835684
2013-09-01 00:00:00,2013,Cereals and bakery products,6.7,-3.4,0.8,-525,126.666666666667,10.1,397.058823529412,5.07462686567164,Fall,2.08461066830166
2013-10-01 00:00:00,2013,Cereals and bakery products,1.5,0.9,1.1,-126.470588235294,-200,0.6,33.3333333333333,-1.87110187110187,Fall,-0.551808706315144
2013-10-01 00:00:00,2013,Cereals and bakery products,5.1,-3,0.8,-433.333333333333,400,8.1,370,6.23700623700624,Fall,1.83936235438381
2013-11-01 00:00:00,2013,Cereals and bakery products,1.3,0.9,1,-130,-280,0.4,55.5555555555556,-1.875,Fall,-0.551808706315144
2013-11-01 00:00:00,2013,Cereals and bakery products,4.6,-5,-1,-655.555555555556,-1100,9.6,292,10.4166666666667,Fall,3.06560392397302
2013-12-01 00:00:00,2013,Cereals and bakery products,3.1,-4.2,-0.9,-16,-1150,7.3,273.809523809524,6.66666666666667,Winter,3.27613104524181
2014-01-01 00:00:00,2014,Cereals and bakery products,2.6,-2.2,0.7,-47.6190476190476,-414.285714285714,4.8,318.181818181818,5.62659846547315,Winter,2.2680412371134
2014-02-01 00:00:00,2014,Cereals and bakery products,3.7,-2.3,0.1,4.54545454545452,-483.333333333333,6,360.869565217391,10.2678571428571,Winter,2.37113402061856
2014-03-01 00:00:00,2014,Cereals and bakery products,2.6,-1.9,0.2,-17.3913043478261,-45.7142857142857,4.5,336.842105263158,32.7586206896552,Spring,-5.74018126888218
2014-04-01 00:00:00,2014,Cereals and bakery products,2.3,-1.3,0.3,-31.5789473684211,-285.714285714286,3.6,376.923076923077,-10.236220472441,Spring,-3.92749244712991
2014-05-01 00:00:00,2014,Cereals and bakery products,2,-0.9,0.4,-30.7692307692308,-62.5,2.9,422.222222222222,-3.43511450381679,Spring,-2.7190332326284
2014-06-01 00:00:00,2014,Cereals and bakery products,1.8,-0.8,0.2,-11.1111111111111,-200,2.6,425,-2.64026402640264,Summer,2.5
2014-07-01 00:00:00,2014,Cereals and bakery products,1.2,-0.3,0.5,-62.5,-91.1764705882353,1.5,600,0.609756097560976,Summer,0.9375
2014-07-01 00:00:00,2014,Cereals and bakery products,6.4,-5.3,0.3,1666.66666666667,-688.888888888889,11.7,320.754716981132,10.7723577235772,Summer,16.5625
2014-08-01 00:00:00,2014,Cereals and bakery products,1.3,-0.1,0.5,-98.1132075471698,-96.6666666666667,1.4,1500,0.763358778625954,Summer,0.3125
2014-08-01 00:00:00,2014,Cereals and bakery products,6.3,-4,1.2,3900,-544.444444444445,10.3,357.5,30.5343511450382,Summer,12.5
2014-09-01 00:00:00,2014,Cereals and bakery products,1,-0.2,0.2,-95,-96,1.2,700,-7.99999999999999,Fall,-0.619195046439629
2014-09-01 00:00:00,2014,Cereals and bakery products,6.8,-5.7,-1,2750,35.7142857142857,12.5,319.298245614035,-228,Fall,-17.6470588235294
2014-10-01 00:00:00,2014,Cereals and bakery products,0.6,0.1,0.3,-101.754385964912,-104.545454545455,0.5,-400,0.769230769230769,Fall,0.309597523219814
2014-10-01 00:00:00,2014,Cereals and bakery products,4,-4.1,0.1,-4200,78.2608695652174,8.1,297.560975609756,-31.5384615384615,Fall,-12.6934984520124
2014-11-01 00:00:00,2014,Cereals and bakery products,0.5,0.1,0.2,-102.439024390244,-105.263157894737,0.4,-300,0.595238095238095,Fall,0.309597523219814
2014-11-01 00:00:00,2014,Cereals and bakery products,4.4,-4.8,-0.9,-4900,269.230769230769,9.2,291.666666666667,-28.5714285714286,Fall,-14.8606811145511
2014-12-01 00:00:00,2014,Cereals and bakery products,3.1,-3.6,-0.3,-25,300,6.7,286.111111111111,10.1408450704225,Winter,3.71134020618557
2015-01-01 00:00:00,2015,Cereals and bakery products,3.3,-1,2,-72.2222222222222,25,4.3,530,4.16666666666667,Winter,0.739644970414201
2015-02-01 00:00:00,2015,Cereals and bakery products,5.2,-0.9,1.6,-10,200,6.1,777.777777777778,3.7037037037037,Winter,0.665680473372781
2015-03-01 00:00:00,2015,Cereals and bakery products,4.2,-0.6,1.6,-33.3333333333333,-88.6792452830189,4.8,900,2.20588235294118,Spring,0.906344410876133
2015-04-01 00:00:00,2015,Cereals and bakery products,3.7,-0.8,0.8,33.3333333333334,700,4.5,662.5,3.41880341880342,Spring,1.20845921450151
2015-05-01 00:00:00,2015,Cereals and bakery products,2.6,-0.4,1,-50,-90,3,850,2.56410256410256,Spring,0.604229607250755
2015-06-01 00:00:00,2015,Cereals and bakery products,2.3,0.2,1.2,-150,-200,2.1,-950,-5.55555555555556,Summer,-0.103199174406605
2015-07-01 00:00:00,2015,Cereals and bakery products,2.3,0.8,1.5,300,-114.035087719298,1.5,-87.5,-0.696257615317668,Summer,-0.412796697626419
2015-07-01 00:00:00,2015,Cereals and bakery products,7.1,-5,0.7,-725,-5100,12.1,342,4.35161009573542,Summer,2.57997936016512
2015-08-01 00:00:00,2015,Cereals and bakery products,2.3,0.8,1.3,-116,-119.512195121951,1.5,-87.5,-1.06241699867198,Summer,-0.412796697626419
2015-08-01 00:00:00,2015,Cereals and bakery products,6.9,-4.2,1.2,-625,-4300,11.1,364.285714285714,5.57768924302789,Summer,2.1671826625387
2015-09-01 00:00:00,2015,Cereals and bakery products,1.8,0.6,1,-114.285714285714,-112.5,1.2,-100,-0.980392156862745,Fall,-0.356718192627824
2015-09-01 00:00:00,2015,Cereals and bakery products,6.9,-6.1,-1.2,-1116.66666666667,69.4444444444444,13,313.114754098361,9.96732026143791,Fall,3.62663495838288
2015-10-01 00:00:00,2015,Cereals and bakery products,1.3,1,1.2,-116.393442622951,-200,0.3,70,-1.99600798403194,Fall,-0.594530321046373
2015-10-01 00:00:00,2015,Cereals and bakery products,3.8,-3.6,0.8,-460,300,7.4,305.555555555556,7.18562874251497,Fall,2.14030915576694
2015-11-01 00:00:00,2015,Cereals and bakery products,1.5,1,1.1,-127.777777777778,-266.666666666667,0.5,50,-1.75746924428823,Fall,-0.594530321046373
