Date,Year,Category,Lower,Mid,Upper
2006-11-01,2006,Farm-level wheat,-16.9,10.5,47.3
2006-11-01,2006,Wholesale beef,-4.3,-3.1,-1.9
2006-11-01,2006,Wholesale beef,-13.1,-0.8,13.9
2006-11-01,2006,Wholesale dairy,-5.7,-4.9,-4.1
2006-11-01,2006,Wholesale dairy,-8.1,1.5,12.2
2006-11-01,2006,Wholesale fats and oils,-1.9,-0.9,0.2
2006-11-01,2006,Wholesale fats and oils,-13.7,0.9,18.2
2006-11-01,2006,Wholesale pork,-4.2,-2.7,-1.1
2006-11-01,2006,Wholesale pork,-19.4,-0.8,23.5
2006-11-01,2006,Wholesale poultry,-9.2,-8.5,-7.8
2006-11-01,2006,Wholesale poultry,-13.1,-0.7,13.7
2006-11-01,2006,Wholesale wheat flour,8.3,9.5,10.7
2006-11-01,2006,Wholesale wheat flour,-8.5,5.7,21.9
2006-12-01,2006,Farm-level cattle,-4.8,-4.2,-3.5
2006-12-01,2006,Farm-level cattle,-13.1,-0.4,14.3
2006-12-01,2006,Farm-level eggs,6.5,8.9,11.9
2006-12-01,2006,Farm-level eggs,-8.6,15.1,46.2
2006-12-01,2006,Farm-level fruits,5.0,6.6,8.4
2006-12-01,2006,Farm-level fruits,-15.4,8.4,38.5
2006-12-01,2006,Farm-level milk,-15.5,-14.9,-14.3
2006-12-01,2006,Farm-level milk,-10.8,4.0,21.4
2006-12-01,2006,Farm-level soybeans,-6.8,-5.6,-4.3
2006-12-01,2006,Farm-level soybeans,-18.7,13.3,57.9
2006-12-01,2006,Farm-level vegetables,4.0,5.8,8.1
2006-12-01,2006,Farm-level vegetables,-21.3,-11.9,-1.1
2006-12-01,2006,Farm-level wheat,12.9,14.0,15.3
2006-12-01,2006,Farm-level wheat,-15.9,9.4,42.5
2006-12-01,2006,Wholesale beef,-3.8,-3.3,-2.8
2006-12-01,2006,Wholesale beef,-12.7,-1.2,12.1
2006-12-01,2006,Wholesale dairy,-4.9,-4.6,-4.2
2006-12-01,2006,Wholesale dairy,-7.7,1.4,11.2
2006-12-01,2006,Wholesale fats and oils,-1.0,-0.5,0.0
2006-12-01,2006,Wholesale fats and oils,-10.6,3.3,20.1
2006-12-01,2006,Wholesale pork,-3.7,-3.0,-2.2
2006-12-01,2006,Wholesale pork,-17.6,0.1,22.1
2006-12-01,2006,Wholesale poultry,-8.7,-8.4,-8.0
2006-12-01,2006,Wholesale poultry,-10.3,1.2,14.3
2006-12-01,2006,Wholesale wheat flour,8.9,9.4,10.0
2006-12-01,2006,Wholesale wheat flour,-6.6,6.6,21.2
2007-01-01,2007,Farm-level cattle,-12.0,0.1,13.8
2007-01-01,2007,Farm-level eggs,-6.0,19.2,51.9
2007-01-01,2007,Farm-level fruits,-8.6,14.4,44.9
2007-01-01,2007,Farm-level milk,-7.8,6.9,23.9
2007-01-01,2007,Farm-level soybeans,-16.4,12.8,53.9
2007-01-01,2007,Farm-level vegetables,-23.0,-11.5,2.2
2007-01-01,2007,Farm-level wheat,-14.1,9.1,38.9
2007-01-01,2007,Wholesale beef,-13.6,-3.2,8.5
2007-01-01,2007,Wholesale dairy,-8.1,3.7,17.6
2007-01-01,2007,Wholesale fats and oils,-6.5,5.8,20.0
2007-01-01,2007,Wholesale pork,-17.1,-1.2,18.6
2007-01-01,2007,Wholesale poultry,-5.4,5.6,18.3
2007-01-01,2007,Wholesale wheat flour,-8.2,3.7,17.0
2007-02-01,2007,Farm-level cattle,-8.7,2.2,14.9
2007-02-01,2007,Farm-level eggs,-5.3,17.0,46.6
2007-02-01,2007,Farm-level fruits,-9.7,10.1,35.6
2007-02-01,2007,Farm-level milk,-4.2,9.5,25.9
2007-02-01,2007,Farm-level soybeans,-12.9,12.1,48.5
2007-02-01,2007,Farm-level vegetables,-21.3,-10.1,3.0
2007-02-01,2007,Farm-level wheat,-15.5,4.4,29.3
2007-02-01,2007,Wholesale beef,-10.1,-0.9,9.7
2007-02-01,2007,Wholesale dairy,-5.2,5.3,17.6
2007-02-01,2007,Wholesale fats and oils,-3.6,7.3,19.9
2007-02-01,2007,Wholesale pork,-16.8,-2.7,14.9
2007-02-01,2007,Wholesale poultry,-1.6,8.5,20.0
2007-02-01,2007,Wholesale wheat flour,-8.2,1.8,13.2
2007-03-01,2007,Farm-level cattle,-6.2,3.3,14.6
2007-03-01,2007,Farm-level eggs,-3.7,16.7,43.2
2007-03-01,2007,Farm-level fruits,-1.0,17.7,41.5
2007-03-01,2007,Farm-level milk,-1.8,10.9,26.0
2007-03-01,2007,Farm-level soybeans,0.6,26.0,61.7
2007-03-01,2007,Farm-level vegetables,-17.9,-7.3,5.4
2007-03-01,2007,Farm-level wheat,-7.4,10.8,34.2
2007-03-01,2007,Wholesale beef,-6.8,1.6,11.2
2007-03-01,2007,Wholesale dairy,-2.7,6.8,17.3
2007-03-01,2007,Wholesale fats and oils,-2.6,6.9,17.4
2007-03-01,2007,Wholesale pork,-10.4,2.7,18.5
2007-03-01,2007,Wholesale poultry,1.8,10.6,20.7
2007-03-01,2007,Wholesale wheat flour,-7.0,1.6,11.6
2007-04-01,2007,Farm-level cattle,-2.1,7.0,17.3
2007-04-01,2007,Farm-level eggs,0.2,18.7,43.6
2007-04-01,2007,Farm-level fruits,0.0,16.1,36.1
2007-04-01,2007,Farm-level milk,2.4,14.4,28.5
2007-04-01,2007,Farm-level soybeans,-0.7,19.7,48.2
2007-04-01,2007,Farm-level vegetables,-6.7,5.4,19.8
2007-04-01,2007,Farm-level wheat,-3.6,12.5,33.0
2007-04-01,2007,Wholesale beef,-3.8,3.8,12.3
2007-04-01,2007,Wholesale dairy,0.6,8.7,17.9
2007-04-01,2007,Wholesale fats and oils,0.1,8.2,17.5
2007-04-01,2007,Wholesale pork,-7.8,3.5,17.4
2007-04-01,2007,Wholesale poultry,5.2,13.4,22.8
2007-04-01,2007,Wholesale wheat flour,-4.0,3.8,12.4
2007-05-01,2007,Farm-level cattle,0.6,8.7,18.0
2007-05-01,2007,Farm-level eggs,0.7,16.5,37.0
2007-05-01,2007,Farm-level fruits,0.2,13.9,30.8
2007-05-01,2007,Farm-level milk,8.2,19.5,33.0
2007-05-01,2007,Farm-level soybeans,4.5,22.4,46.9
2007-05-01,2007,Farm-level vegetables,-0.2,11.6,26.1
2007-05-01,2007,Farm-level wheat,0.0,14.0,31.4
2007-05-01,2007,Wholesale beef,-0.6,6.1,13.9
2007-05-01,2007,Wholesale dairy,2.6,9.7,17.5
2007-05-01,2007,Wholesale fats and oils,1.8,8.8,16.6
2007-05-01,2007,Wholesale pork,-6.0,3.7,15.6
2007-05-01,2007,Wholesale poultry,6.3,12.9,20.4
2007-05-01,2007,Wholesale wheat flour,-0.5,6.3,14.1
2007-06-01,2007,Farm-level cattle,2.3,9.3,17.4
2007-06-01,2007,Farm-level eggs,7.1,21.0,39.7
2007-06-01,2007,Farm-level fruits,6.4,18.6,33.2
2007-06-01,2007,Farm-level milk,15.7,26.4,39.0
2007-06-01,2007,Farm-level soybeans,10.7,26.5,47.7
2007-06-01,2007,Farm-level vegetables,-4.2,5.4,16.9
2007-06-01,2007,Farm-level wheat,3.3,15.2,29.4
2007-06-01,2007,Wholesale beef,1.4,7.2,13.7
2007-06-01,2007,Wholesale dairy,7.8,14.0,20.9
2007-06-01,2007,Wholesale fats and oils,4.5,10.5,17.1
2007-06-01,2007,Wholesale pork,-0.3,8.5,18.9
2007-06-01,2007,Wholesale poultry,9.9,15.4,21.7
2007-06-01,2007,Wholesale wheat flour,1.2,6.9,13.3
2007-07-01,2007,Farm-level cattle,0.6,6.2,12.6
2007-07-01,2007,Farm-level cattle,-17.6,-2.3,15.7
2007-07-01,2007,Farm-level eggs,7.1,18.4,33.0
2007-07-01,2007,Farm-level eggs,-32.8,-12.9,12.0
2007-07-01,2007,Farm-level fruits,4.3,13.7,24.9
2007-07-01,2007,Farm-level fruits,-30.0,-3.3,34.7
2007-07-01,2007,Farm-level milk,26.5,37.0,49.5
2007-07-01,2007,Farm-level milk,-27.0,-10.4,10.7
2007-07-01,2007,Farm-level soybeans,16.6,30.6,48.0
2007-07-01,2007,Farm-level soybeans,-39.9,-6.3,49.7
2007-07-01,2007,Farm-level vegetables,-3.3,5.3,15.8
2007-07-01,2007,Farm-level vegetables,-20.0,-4.2,14.7
2007-07-01,2007,Farm-level wheat,11.6,21.9,34.6
2007-07-01,2007,Farm-level wheat,-28.0,3.7,48.6
2007-07-01,2007,Wholesale beef,1.9,6.7,12.0
2007-07-01,2007,Wholesale beef,-13.9,1.7,20.0
2007-07-01,2007,Wholesale dairy,13.4,18.6,24.7
2007-07-01,2007,Wholesale dairy,-13.1,6.5,30.7
2007-07-01,2007,Wholesale fats and oils,6.2,11.1,16.4
2007-07-01,2007,Wholesale fats and oils,-15.3,1.9,22.9
2007-07-01,2007,Wholesale pork,2.0,9.1,17.5
2007-07-01,2007,Wholesale pork,-23.9,0.5,32.9
2007-07-01,2007,Wholesale poultry,9.1,13.5,18.3
2007-07-01,2007,Wholesale poultry,-16.9,-0.5,18.6
2007-07-01,2007,Wholesale wheat flour,5.0,10.0,15.5
2007-07-01,2007,Wholesale wheat flour,-12.4,5.0,26.2
2007-08-01,2007,Farm-level cattle,3.4,8.1,13.5
2007-08-01,2007,Farm-level cattle,-15.9,-0.4,17.2
2007-08-01,2007,Farm-level eggs,19.9,31.1,45.6
2007-08-01,2007,Farm-level eggs,-35.6,-15.0,11.7
2007-08-01,2007,Farm-level fruits,3.3,10.4,18.8
2007-08-01,2007,Farm-level fruits,-27.9,-1.8,34.8
2007-08-01,2007,Farm-level milk,37.3,48.3,62.0
2007-08-01,2007,Farm-level milk,-27.1,6.5,57.6
2007-08-01,2007,Farm-level soybeans,23.6,35.0,49.4
2007-08-01,2007,Farm-level soybeans,-27.0,12.9,74.4
2007-08-01,2007,Farm-level vegetables,-3.9,3.4,12.2
2007-08-01,2007,Farm-level vegetables,-19.0,-3.6,14.6
2007-08-01,2007,Farm-level wheat,16.9,25.6,36.0
2007-08-01,2007,Farm-level wheat,-21.8,10.3,56.0
2007-08-01,2007,Wholesale beef,-0.7,3.0,7.1
2007-08-01,2007,Wholesale beef,-18.4,-4.0,13.1
2007-08-01,2007,Wholesale dairy,15.2,19.3,23.9
2007-08-01,2007,Wholesale dairy,-11.8,6.7,28.9
2007-08-01,2007,Wholesale fats and oils,9.7,13.7,17.9
2007-08-01,2007,Wholesale fats and oils,-12.7,4.5,25.4
2007-08-01,2007,Wholesale pork,2.8,8.2,14.6
2007-08-01,2007,Wholesale pork,-19.4,5.0,37.8
2007-08-01,2007,Wholesale poultry,11.5,14.9,18.6
2007-08-01,2007,Wholesale poultry,-13.7,2.5,21.9
2007-08-01,2007,Wholesale wheat flour,7.9,11.9,16.2
2007-08-01,2007,Wholesale wheat flour,-11.0,5.5,25.1
2007-09-01,2007,Farm-level cattle,4.3,8.0,12.3
2007-09-01,2007,Farm-level cattle,-15.9,-1.5,15.3
2007-09-01,2007,Farm-level eggs,30.0,40.0,52.7
2007-09-01,2007,Farm-level eggs,-35.1,-13.5,15.2
2007-09-01,2007,Farm-level fruits,2.6,7.9,14.1
2007-09-01,2007,Farm-level fruits,-30.1,-5.4,28.1
2007-09-01,2007,Farm-level milk,37.0,44.4,53.0
2007-09-01,2007,Farm-level milk,-23.9,7.6,54.5
2007-09-01,2007,Farm-level soybeans,21.8,29.8,39.5
2007-09-01,2007,Farm-level soybeans,-30.4,4.2,57.6
2007-09-01,2007,Farm-level vegetables,-4.2,1.9,9.2
2007-09-01,2007,Farm-level vegetables,-18.4,-3.8,14.0
2007-09-01,2007,Farm-level wheat,23.5,30.5,38.9
2007-09-01,2007,Farm-level wheat,-18.1,13.2,58.3
2007-09-01,2007,Wholesale beef,1.4,4.4,7.7
2007-09-01,2007,Wholesale beef,-14.5,-0.6,15.6
2007-09-01,2007,Wholesale dairy,15.6,18.5,21.7
2007-09-01,2007,Wholesale dairy,-10.4,7.0,28.4
2007-09-01,2007,Wholesale fats and oils,11.3,14.3,17.4
2007-09-01,2007,Wholesale fats and oils,-11.6,5.0,24.4
2007-09-01,2007,Wholesale pork,2.8,6.8,11.4
2007-09-01,2007,Wholesale pork,-21.4,0.2,29.9
2007-09-01,2007,Wholesale poultry,11.1,13.4,16.0
2007-09-01,2007,Wholesale poultry,-14.5,0.0,16.9
2007-09-01,2007,Wholesale wheat flour,10.8,13.9,17.2
2007-09-01,2007,Wholesale wheat flour,-11.3,4.4,23.4
2007-10-01,2007,Farm-level cattle,5.5,8.1,11.1
2007-10-01,2007,Farm-level cattle,-15.3,-1.4,14.5
2007-10-01,2007,Farm-level eggs,42.3,51.2,62.6
2007-10-01,2007,Farm-level eggs,-34.9,-12.4,18.7
2007-10-01,2007,Farm-level fruits,3.9,7.8,12.4
2007-10-01,2007,Farm-level fruits,-28.0,-4.5,26.8
2007-10-01,2007,Farm-level milk,42.3,47.2,52.8
2007-10-01,2007,Farm-level milk,-18.8,12.8,58.2
2007-10-01,2007,Farm-level soybeans,29.2,35.5,43.1
2007-10-01,2007,Farm-level soybeans,-25.2,9.7,64.7
2007-10-01,2007,Farm-level vegetables,-2.4,2.6,8.7
2007-10-01,2007,Farm-level vegetables,-19.1,-5.0,12.6
2007-10-01,2007,Farm-level wheat,36.4,42.6,50.1
2007-10-01,2007,Farm-level wheat,-7.8,26.7,76.5
2007-10-01,2007,Wholesale beef,2.5,4.5,6.9
2007-10-01,2007,Wholesale beef,-12.9,0.5,16.2
2007-10-01,2007,Wholesale dairy,17.8,19.7,21.8
2007-10-01,2007,Wholesale dairy,-7.0,9.9,30.0
2007-10-01,2007,Wholesale fats and oils,12.3,14.3,16.4
2007-10-01,2007,Wholesale fats and oils,-13.0,2.0,20.0
2007-10-01,2007,Wholesale pork,2.8,5.4,8.4
2007-10-01,2007,Wholesale pork,-22.0,-1.8,23.8
2007-10-01,2007,Wholesale poultry,12.4,14.0,15.7
2007-10-01,2007,Wholesale poultry,-11.9,2.0,18.4
2007-10-01,2007,Wholesale wheat flour,17.4,20.0,22.9
2007-10-01,2007,Wholesale wheat flour,6.2,30.5,59.5
2007-11-01,2007,Farm-level cattle,6.1,7.7,9.4
2007-11-01,2007,Farm-level cattle,-14.3,-0.9,14.0
2007-11-01,2007,Farm-level eggs,46.4,52.2,59.7
2007-11-01,2007,Farm-level eggs,-37.0,-15.3,14.2
2007-11-01,2007,Farm-level fruits,5.9,8.5,11.5
2007-11-01,2007,Farm-level fruits,-25.6,-3.1,26.9
2007-11-01,2007,Farm-level milk,45.1,47.7,50.7
2007-11-01,2007,Farm-level milk,-16.7,13.7,55.7
2007-11-01,2007,Farm-level soybeans,33.1,37.0,41.5
2007-11-01,2007,Farm-level soybeans,-21.0,12.4,62.8
2007-11-01,2007,Farm-level vegetables,2.1,6.1,11.2
2007-11-01,2007,Farm-level vegetables,-19.3,-4.5,13.0
2007-11-01,2007,Farm-level wheat,41.2,45.3,49.9
2007-11-01,2007,Farm-level wheat,0.2,35.1,82.9
2007-11-01,2007,Wholesale beef,1.9,3.1,4.3
2007-11-01,2007,Wholesale beef,-15.3,-3.1,11.7
2007-11-01,2007,Wholesale dairy,17.7,18.7,19.8
2007-11-01,2007,Wholesale dairy,-8.0,7.2,25.3
2007-11-01,2007,Wholesale fats and oils,14.5,15.7,17.0
2007-11-01,2007,Wholesale fats and oils,-3.8,17.9,44.9
2007-11-01,2007,Wholesale pork,3.2,4.7,6.4
2007-11-01,2007,Wholesale pork,-22.9,-4.8,18.6
2007-11-01,2007,Wholesale poultry,11.8,12.7,13.6
2007-11-01,2007,Wholesale poultry,-16.4,-4.2,10.1
2007-11-01,2007,Wholesale wheat flour,20.5,22.1,24.0
2007-11-01,2007,Wholesale wheat flour,13.6,38.9,70.4
2007-12-01,2007,Farm-level cattle,7.1,7.8,8.6
2007-12-01,2007,Farm-level cattle,-12.6,-0.2,14.0
2007-12-01,2007,Farm-level eggs,53.3,57.0,61.7
2007-12-01,2007,Farm-level eggs,-35.3,-13.4,16.4
2007-12-01,2007,Farm-level fruits,7.9,9.4,11.1
2007-12-01,2007,Farm-level fruits,-22.2,-0.7,26.4
2007-12-01,2007,Farm-level milk,47.7,48.8,49.9
2007-12-01,2007,Farm-level milk,-13.7,14.2,51.7
2007-12-01,2007,Farm-level soybeans,38.7,40.8,43.1
2007-12-01,2007,Farm-level soybeans,-8.8,27.8,79.0
2007-12-01,2007,Farm-level vegetables,3.8,5.8,8.4
2007-12-01,2007,Farm-level vegetables,-18.7,-4.3,13.0
2007-12-01,2007,Farm-level wheat,42.1,43.9,45.9
2007-12-01,2007,Farm-level wheat,-3.7,26.9,67.7
2007-12-01,2007,Wholesale beef,1.9,2.4,2.9
2007-12-01,2007,Wholesale beef,-16.6,-5.3,7.8
2007-12-01,2007,Wholesale dairy,18.7,19.1,19.5
2007-12-01,2007,Wholesale dairy,-7.4,6.4,22.5
2007-12-01,2007,Wholesale fats and oils,16.5,17.1,17.7
2007-12-01,2007,Wholesale fats and oils,10.3,32.8,61.6
2007-12-01,2007,Wholesale pork,3.7,4.4,5.1
2007-12-01,2007,Wholesale pork,-21.6,-4.5,16.7
2007-12-01,2007,Wholesale poultry,12.4,12.8,13.2
2007-12-01,2007,Wholesale poultry,-14.1,-2.7,10.2
2007-12-01,2007,Wholesale wheat flour,20.5,21.3,22.1
2007-12-01,2007,Wholesale wheat flour,13.6,35.2,60.4
2008-01-01,2008,Farm-level cattle,-14.2,-0.2,16.2
2008-01-01,2008,Farm-level eggs,-26.5,-0.2,36.9
2008-01-01,2008,Farm-level fruits,-14.8,7.9,38.3
2008-01-01,2008,Farm-level milk,-13.5,11.2,43.7
2008-01-01,2008,Farm-level soybeans,2.8,39.9,92.8
2008-01-01,2008,Farm-level vegetables,-16.2,-1.0,17.8
2008-01-01,2008,Farm-level wheat,44.0,100.3,182.1
2008-01-01,2008,Wholesale beef,-13.3,-2.7,9.3
2008-01-01,2008,Wholesale dairy,-5.0,8.0,23.2
2008-01-01,2008,Wholesale fats and oils,18.6,41.5,69.9
2008-01-01,2008,Wholesale pork,-22.5,-7.7,10.7
2008-01-01,2008,Wholesale poultry,-12.7,-2.5,9.4
2008-01-01,2008,Wholesale wheat flour,34.7,62.2,95.7
2008-02-01,2008,Farm-level cattle,-15.1,-3.0,11.5
2008-02-01,2008,Farm-level eggs,-17.8,7.7,44.4
2008-02-01,2008,Farm-level fruits,-6.4,15.9,45.1
2008-02-01,2008,Farm-level milk,-16.6,3.8,31.0
2008-02-01,2008,Farm-level soybeans,18.1,53.4,105.2
2008-02-01,2008,Farm-level vegetables,-13.7,0.8,18.6
2008-02-01,2008,Farm-level wheat,59.3,114.8,193.6
2008-02-01,2008,Wholesale beef,-10.4,-1.0,9.7
2008-02-01,2008,Wholesale dairy,-6.4,4.4,17.2
2008-02-01,2008,Wholesale fats and oils,42.9,69.3,103.2
2008-02-01,2008,Wholesale pork,-20.8,-7.4,9.3
2008-02-01,2008,Wholesale poultry,-9.9,-0.7,9.9
2008-02-01,2008,Wholesale wheat flour,41.8,66.1,95.8
2008-03-01,2008,Farm-level cattle,-11.2,-0.8,12.1
2008-03-01,2008,Farm-level eggs,-10.6,13.5,47.6
2008-03-01,2008,Farm-level fruits,-6.1,12.9,37.4
2008-03-01,2008,Farm-level milk,-18.2,-1.3,21.3
2008-03-01,2008,Farm-level soybeans,26.3,58.8,104.8
2008-03-01,2008,Farm-level vegetables,-13.1,-0.3,15.4
2008-03-01,2008,Farm-level wheat,100.6,164.8,260.2
2008-03-01,2008,Wholesale beef,-10.3,-2.1,7.3
2008-03-01,2008,Wholesale dairy,-5.9,3.7,14.5
2008-03-01,2008,Wholesale fats and oils,43.5,65.1,91.0
2008-03-01,2008,Wholesale pork,-20.3,-8.8,4.9
2008-03-01,2008,Wholesale poultry,-7.3,0.7,9.9
2008-03-01,2008,Wholesale wheat flour,76.0,106.8,146.4
2008-04-01,2008,Farm-level cattle,-10.8,-1.5,9.3
2008-04-01,2008,Farm-level eggs,10.6,51.0,120.8
2008-04-01,2008,Farm-level fruits,-5.4,10.9,31.4
2008-04-01,2008,Farm-level milk,-18.1,-3.6,15.0
2008-04-01,2008,Farm-level soybeans,35.4,64.2,104.8
2008-04-01,2008,Farm-level vegetables,-9.3,3.1,18.1
2008-04-01,2008,Farm-level wheat,97.6,148.8,221.3
2008-04-01,2008,Wholesale beef,-6.1,1.5,10.0
2008-04-01,2008,Wholesale dairy,-5.5,2.4,11.5
2008-04-01,2008,Wholesale fats and oils,47.8,65.9,88.1
2008-04-01,2008,Wholesale pork,-19.3,-9.5,2.3
2008-04-01,2008,Wholesale poultry,-4.9,2.4,10.7
2008-04-01,2008,Wholesale wheat flour,79.5,106.0,137.8
2008-05-01,2008,Farm-level cattle,-9.9,-2.0,7.2
2008-05-01,2008,Farm-level eggs,-0.8,25.4,68.3
2008-05-01,2008,Farm-level fruits,-6.4,7.1,24.1
2008-05-01,2008,Farm-level milk,-13.7,-0.8,15.7
2008-05-01,2008,Farm-level soybeans,39.4,64.0,97.8
2008-05-01,2008,Farm-level vegetables,-8.3,2.6,16.0
2008-05-01,2008,Farm-level wheat,43.1,64.6,92.3
2008-05-01,2008,Wholesale beef,-6.6,-0.2,7.0
2008-05-01,2008,Wholesale dairy,-3.0,3.8,11.6
2008-05-01,2008,Wholesale fats and oils,51.1,66.4,84.0
2008-05-01,2008,Wholesale pork,-15.5,-6.9,3.8
2008-05-01,2008,Wholesale poultry,-3.9,2.0,8.7
2008-05-01,2008,Wholesale wheat flour,50.1,65.4,84.0
2008-06-01,2008,Farm-level cattle,-6.2,0.8,9.0
2008-06-01,2008,Farm-level eggs,-11.0,5.1,31.3
2008-06-01,2008,Farm-level fruits,-3.1,8.4,22.5
2008-06-01,2008,Farm-level milk,-11.1,-0.4,13.1
2008-06-01,2008,Farm-level soybeans,42.9,63.4,91.0
2008-06-01,2008,Farm-level vegetables,-7.6,2.2,14.0
2008-06-01,2008,Farm-level wheat,40.2,56.9,77.7
2008-06-01,2008,Wholesale beef,-2.9,2.6,8.9
2008-06-01,2008,Wholesale dairy,-1.7,3.9,10.2
2008-06-01,2008,Wholesale fats and oils,53.6,65.9,80.0
2008-06-01,2008,Wholesale pork,-10.2,-2.4,6.9
2008-06-01,2008,Wholesale poultry,-0.6,4.3,10.0
2008-06-01,2008,Wholesale wheat flour,42.4,53.3,66.3
2008-07-01,2008,Farm-level cattle,-5.1,0.1,6.1
2008-07-01,2008,Farm-level cattle,-15.3,-0.1,17.7
2008-07-01,2008,Farm-level eggs,3.7,18.1,38.3
2008-07-01,2008,Farm-level eggs,-42.8,-5.2,55.0
2008-07-01,2008,Farm-level fruits,-1.3,8.1,19.6
2008-07-01,2008,Farm-level fruits,-32.3,-3.6,38.3
2008-07-01,2008,Farm-level milk,-7.6,1.3,12.3
2008-07-01,2008,Farm-level milk,-30.2,1.9,50.1
2008-07-01,2008,Farm-level soybeans,51.8,70.1,93.2
2008-07-01,2008,Farm-level soybeans,-41.2,-7.4,49.6
2008-07-01,2008,Farm-level vegetables,-4.8,4.0,14.8
2008-07-01,2008,Farm-level vegetables,-19.5,-1.9,19.5
2008-07-01,2008,Farm-level wheat,39.2,51.6,67.2
2008-07-01,2008,Farm-level wheat,-42.2,-11.9,33.4
2008-07-01,2008,Wholesale beef,-0.5,4.3,9.7
2008-07-01,2008,Wholesale beef,-13.1,3.0,21.9
2008-07-01,2008,Wholesale dairy,2.3,6.9,12.2
2008-07-01,2008,Wholesale dairy,-16.7,2.2,25.8
2008-07-01,2008,Wholesale fats and oils,51.9,60.9,70.9
2008-07-01,2008,Wholesale fats and oils,-6.3,35.2,97.1
2008-07-01,2008,Wholesale pork,-8.9,-2.7,4.8
2008-07-01,2008,Wholesale pork,-24.1,0.0,32.1
2008-07-01,2008,Wholesale poultry,0.6,4.7,9.1
2008-07-01,2008,Wholesale poultry,-15.8,0.8,20.0
2008-07-01,2008,Wholesale wheat flour,40.8,49.7,60.1
2008-07-01,2008,Wholesale wheat flour,-17.5,12.0,52.8
2008-08-01,2008,Farm-level cattle,-2.5,1.9,7.0
2008-08-01,2008,Farm-level cattle,-13.9,1.5,18.9
2008-08-01,2008,Farm-level eggs,-1.3,9.6,25.3
2008-08-01,2008,Farm-level eggs,-63.1,-17.4,86.7
2008-08-01,2008,Farm-level fruits,-3.6,3.3,11.6
2008-08-01,2008,Farm-level fruits,-31.0,-3.4,36.5
2008-08-01,2008,Farm-level milk,-7.5,-0.9,7.3
2008-08-01,2008,Farm-level milk,-33.5,-4.5,38.1
2008-08-01,2008,Farm-level soybeans,61.1,76.2,95.3
2008-08-01,2008,Farm-level soybeans,-28.2,12.2,75.2
2008-08-01,2008,Farm-level vegetables,-4.9,2.5,11.4
2008-08-01,2008,Farm-level vegetables,-18.9,-1.5,19.3
2008-08-01,2008,Farm-level wheat,37.7,46.9,58.3
2008-08-01,2008,Farm-level wheat,-41.1,-12.4,30.7
2008-08-01,2008,Wholesale beef,3.1,7.1,11.7
2008-08-01,2008,Wholesale beef,-13.5,2.0,20.4
2008-08-01,2008,Wholesale dairy,2.5,6.1,9.9
2008-08-01,2008,Wholesale dairy,-16.6,0.9,22.0
2008-08-01,2008,Wholesale fats and oils,53.4,60.1,67.2
2008-08-01,2008,Wholesale fats and oils,-1.9,36.9,94.5
2008-08-01,2008,Wholesale pork,-6.2,-1.2,4.7
2008-08-01,2008,Wholesale pork,-17.9,6.8,40.0
2008-08-01,2008,Wholesale poultry,1.6,4.7,8.1
2008-08-01,2008,Wholesale poultry,-13.7,2.4,21.7
2008-08-01,2008,Wholesale wheat flour,35.2,40.7,46.7
2008-08-01,2008,Wholesale wheat flour,-24.1,-6.4,15.6
2008-09-01,2008,Farm-level cattle,-0.6,3.0,7.2
2008-09-01,2008,Farm-level cattle,-13.6,1.0,17.8
2008-09-01,2008,Farm-level eggs,9.1,17.7,29.1
2008-09-01,2008,Farm-level eggs,-35.6,1.9,63.1
2008-09-01,2008,Farm-level fruits,-3.9,1.2,7.3
2008-09-01,2008,Farm-level fruits,-32.9,-6.9,29.6
2008-09-01,2008,Farm-level milk,-8.6,-4.2,0.9
2008-09-01,2008,Farm-level milk,-32.5,-5.5,34.2
2008-09-01,2008,Farm-level soybeans,49.8,59.1,70.5
2008-09-01,2008,Farm-level soybeans,-38.4,-5.7,45.7
2008-09-01,2008,Farm-level vegetables,-5.0,1.2,8.7
2008-09-01,2008,Farm-level vegetables,-18.4,-2.0,18.0
2008-09-01,2008,Farm-level wheat,40.4,47.1,55.6
2008-09-01,2008,Farm-level wheat,-40.3,-13.7,26.9
2008-09-01,2008,Wholesale beef,4.2,7.4,10.9
2008-09-01,2008,Wholesale beef,-11.0,4.0,21.4
2008-09-01,2008,Wholesale dairy,2.5,5.0,7.7
2008-09-01,2008,Wholesale dairy,-16.0,0.5,20.7
2008-09-01,2008,Wholesale fats and oils,49.3,53.6,58.4
2008-09-01,2008,Wholesale fats and oils,-8.8,23.9,70.0
2008-09-01,2008,Wholesale pork,-1.2,3.0,7.9
2008-09-01,2008,Wholesale pork,-14.5,9.2,41.8
2008-09-01,2008,Wholesale poultry,2.2,4.4,6.8
2008-09-01,2008,Wholesale poultry,-13.1,1.5,18.7
2008-09-01,2008,Wholesale wheat flour,36.9,40.9,45.3
2008-09-01,2008,Wholesale wheat flour,-25.7,-9.4,11.4
2008-10-01,2008,Farm-level cattle,-0.1,2.4,5.2
2008-10-01,2008,Farm-level cattle,-13.7,0.2,15.9
2008-10-01,2008,Farm-level eggs,11.7,18.6,27.6
2008-10-01,2008,Farm-level eggs,-42.1,2.5,87.6
2008-10-01,2008,Farm-level fruits,-3.1,0.6,5.0
